"Start.station.number","starthour","freq.x","freq.y"
31066,19,73,189
31066,20,57,100
31066,21,19,45
31066,22,17,65
31066,23,13,20
31067,0,27,23
31067,1,12,39
31067,2,19,14
31067,3,4,25
31067,4,1,20
31067,5,5,12
31067,6,94,8
31067,7,121,55
31067,8,312,56
31067,9,56,33
31067,10,145,36
31067,11,96,61
31067,12,77,99
31067,13,76,54
31067,14,53,48
31067,15,69,59
31067,16,91,100
31067,17,95,159
31067,18,127,297
31067,19,108,138
31067,20,69,143
31067,21,46,88
31067,22,30,75
31067,23,27,30
31068,0,1,9
31068,1,2,6
31068,6,34,9
31068,7,36,14
31068,8,57,30
31068,9,56,31
31068,10,57,53
31068,11,57,63
31068,12,91,57
31068,13,58,66
31068,14,56,62
31068,15,72,112
31068,16,68,69
31068,17,85,162
31068,18,125,103
31068,19,59,60
31068,20,32,55
31068,21,10,45
31068,22,2,12
31068,23,5,21
31069,0,3,27
31069,1,2,13
31069,2,4,24
31069,3,1,1
31069,5,42,1
31069,6,82,7
31069,7,308,48
31069,8,482,45
31069,9,280,28
31069,10,159,50
31069,11,70,56
31069,12,97,62
31069,13,105,75
31069,14,79,83
31069,15,115,91
31069,16,182,166
31069,17,128,292
31069,18,82,422
31069,19,67,177
31069,20,35,112
31069,21,15,85
31069,22,18,74
31069,23,11,54
31070,0,2,18
31070,1,2,16
31070,2,2,18
31070,3,1,NA
31070,4,20,NA
31070,5,9,1
31070,6,118,3
31070,7,206,31
31070,8,519,68
31070,9,149,22
31070,10,76,29
31070,11,67,26
31070,12,57,43
31070,13,55,44
31070,14,46,46
31070,15,47,62
31070,16,56,189
31070,17,57,331
31070,18,90,380
31070,19,60,192
31070,20,28,142
31070,21,17,68
31070,22,13,46
31070,23,9,24
31071,0,5,9
31071,1,8,9
31071,2,6,6
31071,5,3,3
31071,6,10,4
31071,7,46,16
31071,8,32,19
31071,9,28,25
31071,10,60,64
31071,11,93,86
31071,12,76,76
31071,13,89,70
31071,14,95,92
31071,15,62,58
31071,16,96,93
31071,17,86,133
31071,18,72,115
31071,19,66,105
31071,20,53,94
31071,21,52,51
31071,22,31,24
31071,23,26,22
31072,3,1,3
31072,5,1,1
31072,6,12,NA
31072,7,85,1
31072,8,9,1
31072,9,17,6
31072,10,12,7
31072,11,26,6
31072,12,23,4
31072,13,27,11
31072,14,33,7
31072,15,33,3
31072,16,43,15
31072,17,41,17
31072,18,36,11
31072,19,22,12
31072,20,18,13
31072,21,18,9
31072,22,3,3
31072,23,2,3
31073,0,4,18
31073,1,1,28
31073,2,1,13
31073,4,1,1
31073,5,4,2
31073,6,9,6
31073,7,107,188
31073,8,166,224
31073,9,88,90
31073,10,51,40
31073,11,63,41
31073,12,197,83
31073,13,89,126
31073,14,65,50
31073,15,66,53
31073,16,106,65
31073,17,205,154
31073,18,120,173
31073,19,79,77
31073,20,45,56
31073,21,30,26
31073,22,8,26
31073,23,8,16
31074,2,2,2
31074,5,2,NA
31074,6,80,15
31074,7,230,29
31074,8,123,65
31074,9,57,64
31074,10,72,61
31074,11,82,94
31074,12,129,76
31074,13,63,81
31074,14,50,53
31074,15,43,57
31074,16,53,104
31074,17,88,130
31074,18,85,249
31074,19,82,164
31074,20,71,91
31074,21,70,44
31074,22,14,25
31074,23,1,8
31075,1,1,1
31075,2,2,2
31075,5,5,NA
31075,6,3,2
31075,7,41,10
31075,8,74,6
31075,9,191,8
31075,10,32,4
31075,11,38,10
31075,12,44,16
31075,13,42,14
31075,14,24,22
31075,15,22,31
31075,16,23,42
31075,17,33,133
31075,18,18,139
31075,19,21,89
31075,20,19,32
31075,21,9,23
31075,22,6,17
31075,23,1,7
31076,1,2,NA
31076,2,1,NA
31076,5,1,3
31076,6,1,30
31076,7,15,33
31076,8,3,144
31076,9,23,35
31076,10,44,57
31076,11,108,37
31076,12,41,79
31076,13,33,120
31076,14,30,54
31076,15,39,82
31076,16,96,65
31076,17,157,82
31076,18,117,126
31076,19,44,110
31076,20,24,59
31076,21,20,17
31076,22,25,22
31076,23,11,10
31077,0,21,59
31077,1,6,21
31077,2,3,28
31077,3,2,9
31077,4,5,6
31077,5,43,12
31077,6,146,62
31077,7,651,298
31077,8,1217,537
31077,9,543,456
31077,10,503,621
31077,11,677,882
31077,12,745,871
31077,13,762,858
31077,14,665,873
31077,15,629,938
31077,16,699,1020
31077,17,903,1401
31077,18,836,1376
31077,19,471,710
31077,20,262,419
31077,21,95,228
31077,22,40,171
31077,23,21,71
31078,5,3,1
31078,6,1,13
31078,7,6,201
31078,8,23,344
31078,9,14,125
31078,10,31,54
31078,11,106,24
31078,12,119,66
31078,13,113,53
31078,14,135,41
31078,15,400,20
31078,16,273,18
31078,17,152,15
31078,18,44,30
31078,19,17,16
31078,20,9,7
31078,21,2,2
31078,22,1,6
31079,0,6,41
31079,1,9,17
31079,2,10,15
31079,3,7,3
31079,4,6,2
31079,5,6,1
31079,6,65,58
31079,7,380,18
31079,8,926,26
31079,9,473,28
31079,10,180,41
31079,11,165,56
31079,12,131,72
31079,13,102,80
31079,14,123,80
31079,15,82,119
31079,16,96,181
31079,17,163,403
31079,18,219,386
31079,19,140,342
31079,20,106,279
31079,21,44,261
31079,22,20,128
31079,23,16,70
31080,0,7,19
31080,1,3,14
31080,2,4,17
31080,4,5,2
31080,5,54,2
31080,6,282,43
31080,7,544,174
31080,8,678,220
31080,9,415,84
31080,10,203,73
31080,11,245,119
31080,12,221,167
31080,13,236,175
31080,14,196,222
31080,15,178,214
31080,16,181,418
31080,17,386,750
31080,18,287,471
31080,19,238,441
31080,20,118,191
31080,21,47,84
31080,22,17,54
31080,23,12,30
31081,0,14,9
31081,1,3,9
31081,2,1,7
31081,5,5,NA
31081,6,6,7
31081,7,54,15
31081,8,142,82
31081,9,75,89
31081,10,127,69
31081,11,91,80
31081,12,99,112
31081,13,128,122
31081,14,109,112
31081,15,98,161
31081,16,103,120
31081,17,206,147
31081,18,254,211
31081,19,163,135
31081,20,107,117
31081,21,94,92
31081,22,39,26
31081,23,5,24
31082,0,16,8
31082,1,1,7
31082,2,3,6
31082,3,2,1
31082,4,1,2
31082,5,2,1
31082,6,22,6
31082,7,55,35
31082,8,88,28
31082,9,54,63
31082,10,57,54
31082,11,75,57
31082,12,71,46
31082,13,59,67
31082,14,59,81
31082,15,65,63
31082,16,79,70
31082,17,96,126
31082,18,143,170
31082,19,101,113
31082,20,54,107
31082,21,44,65
31082,22,54,42
31082,23,40,24
31083,0,4,17
31083,1,2,5
31083,2,1,NA
31083,5,11,14
31083,6,112,17
31083,7,339,36
31083,8,259,42
31083,9,160,106
31083,10,139,67
31083,11,139,88
31083,12,124,104
31083,13,145,118
31083,14,127,130
31083,15,119,180
31083,16,180,268
31083,17,162,403
31083,18,189,480
31083,19,90,223
31083,20,58,110
31083,21,32,84
31083,22,9,44
31083,23,3,27
31084,0,47,27
31084,1,21,35
31084,2,12,14
31084,3,5,8
31084,4,14,5
31084,5,13,23
31084,6,16,56
31084,7,22,197
31084,8,68,318
31084,9,68,358
31084,10,96,294
31084,11,118,221
31084,12,169,195
31084,13,186,213
31084,14,160,173
31084,15,203,141
31084,16,352,129
31084,17,673,112
31084,18,446,128
31084,19,297,100
31084,20,197,106
31084,21,162,87
31084,22,75,63
31084,23,48,24
31085,0,4,11
31085,1,3,4
31085,2,3,2
31085,3,1,1
31085,4,5,NA
31085,5,27,4
31085,6,123,161
31085,7,371,18
31085,8,273,35
31085,9,271,48
31085,10,135,89
31085,11,88,90
31085,12,136,93
31085,13,94,79
31085,14,80,68
31085,15,80,71
31085,16,103,202
31085,17,123,370
31085,18,121,374
31085,19,114,222
31085,20,64,144
31085,21,30,76
31085,22,11,41
31085,23,6,28
31086,0,10,28
31086,1,5,5
31086,2,1,8
31086,3,1,2
31086,4,4,3
31086,5,10,9
31086,6,47,19
31086,7,233,22
31086,8,247,125
31086,9,142,245
31086,10,129,135
31086,11,123,190
31086,12,154,167
31086,13,134,141
31086,14,123,125
31086,15,117,128
31086,16,97,283
31086,17,239,495
31086,18,191,413
31086,19,130,240
31086,20,116,108
31086,21,76,63
31086,22,49,45
31086,23,14,28
31087,0,3,6
31087,1,1,2
31087,3,3,2
31087,5,3,15
31087,6,92,18
31087,7,251,27
31087,8,215,111
31087,9,77,147
31087,10,82,71
31087,11,164,91
31087,12,116,127
31087,13,88,84
31087,14,79,93
31087,15,98,92
31087,16,129,177
31087,17,212,315
31087,18,168,273
31087,19,106,178
31087,20,59,98
31087,21,15,57
31087,22,6,46
31087,23,4,23
31088,0,2,24
31088,4,2,2
31088,5,29,3
31088,6,69,8
31088,7,142,24
31088,8,282,22
31088,9,171,37
31088,10,107,59
31088,11,121,43
31088,12,122,74
31088,13,122,102
31088,14,100,112
31088,15,101,200
31088,16,92,223
31088,17,89,339
31088,18,101,302
31088,19,85,227
31088,20,59,152
31088,21,34,89
31088,22,21,84
31088,23,10,72
31089,0,100,33
31089,1,31,27
31089,2,12,19
31089,3,6,10
31089,4,9,28
31089,5,162,31
31089,6,135,117
31089,7,630,693
31089,8,880,1213
31089,9,629,844
31089,10,452,493
31089,11,505,314
31089,12,581,393
31089,13,531,424
31089,14,417,292
31089,15,551,274
31089,16,838,407
31089,17,1369,651
31089,18,968,577
31089,19,635,339
31089,20,436,279
31089,21,320,166
31089,22,226,131
31089,23,176,64
31090,0,1,10
31090,1,2,5
31090,2,2,1
31090,4,1,2
31090,6,14,12
31090,7,55,9
31090,8,185,20
31090,9,59,22
31090,10,40,39
31090,11,43,56
31090,12,67,101
31090,13,111,72
31090,14,62,48
31090,15,37,77
31090,16,45,136
31090,17,63,166
31090,18,56,103
31090,19,67,87
31090,20,39,99
31090,21,15,61
31090,22,9,28
31090,23,11,13
31091,0,12,66
31091,1,5,29
31091,2,9,12
31091,3,4,4
31091,4,5,NA
31091,5,56,2
31091,6,211,2
31091,7,229,21
31091,8,679,19
31091,9,471,23
31091,10,172,39
31091,11,107,73
31091,12,114,58
31091,13,98,61
31091,14,90,137
31091,15,91,152
31091,16,94,168
31091,17,119,402
31091,18,155,521
31091,19,82,329
31091,20,63,193
31091,21,38,139
31091,22,23,78
31091,23,25,75
31092,0,1,7
31092,2,1,NA
31092,3,1,1
31092,4,5,NA
31092,5,9,NA
31092,6,15,NA
31092,7,140,35
31092,8,123,122
31092,9,100,26
31092,10,62,22
31092,11,62,31
31092,12,77,63
31092,13,68,63
31092,14,74,44
31092,15,83,69
31092,16,74,98
31092,17,92,180
31092,18,128,164
31092,19,46,77
31092,20,16,58
31092,21,23,50
31092,22,4,37
31092,23,1,16
31093,0,5,28
31093,1,4,6
31093,2,9,3
31093,3,1,4
31093,4,2,NA
31093,5,14,1
31093,6,183,13
31093,7,519,17
31093,8,655,13
31093,9,327,17
31093,10,130,26
31093,11,110,39
31093,12,138,93
31093,13,142,43
31093,14,105,45
31093,15,80,96
31093,16,97,125
31093,17,128,454
31093,18,172,213
31093,19,145,158
31093,20,77,151
31093,21,31,99
31093,22,22,78
31093,23,11,44
31094,0,6,10
31094,1,2,13
31094,2,4,15
31094,4,1,2
31094,5,2,1
31094,6,68,41
31094,7,127,57
31094,8,182,124
31094,9,70,107
31094,10,55,42
31094,11,68,78
31094,12,52,62
31094,13,61,67
31094,14,87,92
31094,15,63,100
31094,16,66,185
31094,17,64,309
31094,18,85,282
31094,19,26,112
31094,20,29,59
31094,21,29,47
31094,22,14,34
31094,23,5,15
31095,0,3,2
31095,1,1,1
31095,5,17,1
31095,6,36,4
31095,7,106,13
31095,8,223,13
31095,9,51,17
31095,10,23,22
31095,11,32,16
31095,12,21,14
31095,13,11,13
31095,14,28,18
31095,15,23,32
31095,16,25,43
31095,17,35,38
31095,18,21,77
31095,19,46,43
31095,20,22,35
31095,21,10,11
31095,22,5,9
31095,23,3,3
31096,0,4,11
31096,1,6,4
31096,2,5,3
31096,3,1,NA
31096,4,1,1
31096,6,6,3
31096,7,33,12
31096,8,99,15
31096,9,26,16
31096,10,22,15
31096,11,31,17
31096,12,39,37
31096,13,49,29
31096,14,28,26
31096,15,45,34
31096,16,45,54
31096,17,63,116
31096,18,55,98
31096,19,67,65
31096,20,32,45
31096,21,17,42
31096,22,10,23
31096,23,9,12
31097,0,15,21
31097,1,4,22
31097,2,1,11
31097,5,6,8
31097,6,46,23
31097,7,76,141
31097,8,234,278
31097,9,140,141
31097,10,150,110
31097,11,197,196
31097,12,275,266
31097,13,253,256
31097,14,172,190
31097,15,175,201
31097,16,227,277
31097,17,369,378
31097,18,320,410
31097,19,176,270
31097,20,133,189
31097,21,97,130
31097,22,76,71
31097,23,23,37
31098,0,23,18
31098,2,3,5
31098,3,2,7
31098,4,1,10
31098,5,18,57
31098,6,53,132
31098,7,80,340
31098,8,306,395
31098,9,222,169
31098,10,139,119
31098,11,116,116
31098,12,134,134
31098,13,107,163
31098,14,138,185
31098,15,169,223
31098,16,247,285
31098,17,495,389
31098,18,427,362
31098,19,178,211
31098,20,101,145
31098,21,73,143
31098,22,52,58
31098,23,35,26
31099,0,6,16
31099,1,2,12
31099,2,1,3
31099,3,2,2
31099,5,2,1
31099,6,179,9
31099,7,162,162
31099,8,287,51
31099,9,168,39
31099,10,69,39
31099,11,88,57
31099,12,91,88
31099,13,76,76
31099,14,71,77
31099,15,60,68
31099,16,96,127
31099,17,96,261
31099,18,120,150
31099,19,92,83
31099,20,33,48
31099,21,32,41
31099,22,11,22
31099,23,6,5
31100,0,68,9
31100,1,22,12
31100,2,8,3
31100,3,6,6
31100,4,3,6
31100,5,7,154
31100,6,39,155
31100,7,106,830
31100,8,305,1789
31100,9,312,759
31100,10,323,337
31100,11,489,407
31100,12,596,587
31100,13,524,536
31100,14,567,535
31100,15,530,419
31100,16,661,389
31100,17,1946,557
31100,18,1241,432
31100,19,575,220
31100,20,492,159
31100,21,297,122
31100,22,225,124
31100,23,134,34
31101,0,557,418
31101,1,398,230
31101,2,279,140
31101,3,140,80
31101,4,51,62
31101,5,305,375
31101,6,988,572
31101,7,2819,941
31101,8,2962,1378
31101,9,1323,1352
31101,10,1215,1388
31101,11,1542,1755
31101,12,1990,2151
31101,13,1969,1960
31101,14,1681,1856
31101,15,1670,2125
31101,16,2086,2750
31101,17,2705,4886
31101,18,2602,4935
31101,19,2516,3386
31101,20,1912,2419
31101,21,1504,1673
31101,22,1179,1091
31101,23,719,762
31102,0,347,291
31102,1,242,209
31102,2,159,124
31102,3,34,60
31102,4,16,17
31102,5,167,7
31102,6,992,33
31102,7,2461,270
31102,8,1774,300
31102,9,637,301
31102,10,683,293
31102,11,805,399
31102,12,813,381
31102,13,701,462
31102,14,608,439
31102,15,649,507
31102,16,753,984
31102,17,1035,1778
31102,18,1335,2364
31102,19,1231,1740
31102,20,976,1345
31102,21,788,972
31102,22,707,815
31102,23,487,514
31103,0,188,309
31103,1,115,125
31103,2,71,60
31103,3,60,33
31103,4,53,12
31103,5,219,69
31103,6,657,253
31103,7,2460,296
31103,8,3019,318
31103,9,1033,329
31103,10,841,314
31103,11,948,386
31103,12,889,335
31103,13,786,386
31103,14,646,431
31103,15,806,444
31103,16,870,658
31103,17,1256,1298
31103,18,1443,1536
31103,19,1248,1267
31103,20,974,888
31103,21,701,785
31103,22,518,682
31103,23,309,357
31104,0,456,282
31104,1,325,129
31104,2,182,92
31104,3,89,39
31104,4,38,32
31104,5,276,219
31104,6,829,380
31104,7,1375,536
31104,8,1536,687
31104,9,1121,736
31104,10,1061,757
31104,11,1212,827
31104,12,1219,1018
31104,13,1207,1116
31104,14,1116,1020
31104,15,1174,1169
31104,16,1222,1386
31104,17,1740,2529
31104,18,2142,2753
31104,19,1803,2011
31104,20,1485,1657
31104,21,1225,1228
31104,22,1087,872
31104,23,805,534
31105,0,96,128
31105,1,83,71
31105,2,52,54
31105,3,23,16
31105,4,8,6
31105,5,52,18
31105,6,257,72
31105,7,1360,167
31105,8,1402,273
31105,9,582,198
31105,10,562,175
31105,11,634,233
31105,12,681,299
31105,13,531,281
31105,14,558,303
31105,15,617,357
31105,16,661,429
31105,17,760,788
31105,18,990,1093
31105,19,866,864
31105,20,702,638
31105,21,593,395
31105,22,424,270
31105,23,216,193
31106,0,32,55
31106,1,29,17
31106,2,23,13
31106,3,13,12
31106,4,12,4
31106,5,79,7
31106,6,166,26
31106,7,667,107
31106,8,1115,276
31106,9,437,74
31106,10,354,80
31106,11,388,130
31106,12,437,151
31106,13,363,138
31106,14,318,170
31106,15,347,182
31106,16,343,238
31106,17,534,462
31106,18,756,663
31106,19,492,506
31106,20,269,426
31106,21,175,281
31106,22,104,180
31106,23,85,127
31107,0,127,237
31107,1,110,150
31107,2,58,93
31107,3,27,42
31107,4,12,19
31107,5,163,10
31107,6,436,49
31107,7,1727,300
31107,8,1645,176
31107,9,611,237
31107,10,627,241
31107,11,796,315
31107,12,637,342
31107,13,557,441
31107,14,564,428
31107,15,580,555
31107,16,705,866
31107,17,910,1442
31107,18,1040,1603
31107,19,954,1297
31107,20,733,969
31107,21,605,725
31107,22,437,640
31107,23,275,429
31108,0,77,224
31108,1,34,126
31108,2,16,70
31108,3,6,38
31108,4,16,18
31108,5,253,10
31108,6,1322,158
31108,7,1818,883
31108,8,2392,1118
31108,9,1483,938
31108,10,1026,712
31108,11,1120,892
31108,12,1482,1341
31108,13,1239,1656
31108,14,1063,1504
31108,15,1196,1461
31108,16,1478,1934
31108,17,1969,3555
31108,18,1681,2893
31108,19,1030,1969
31108,20,662,1431
31108,21,367,940
31108,22,302,631
31108,23,101,420
31109,0,505,368
31109,1,426,226
31109,2,333,133
31109,3,134,63
31109,4,39,18
31109,5,170,75
31109,6,460,230
31109,7,1292,1108
31109,8,2291,1061
31109,9,1069,927
31109,10,767,813
31109,11,875,909
31109,12,974,1095
31109,13,1071,1176
31109,14,1042,1161
31109,15,979,1258
31109,16,1363,1727
31109,17,1874,3048
31109,18,2037,2900
31109,19,1681,2214
31109,20,1284,1617
31109,21,1130,1174
31109,22,1014,883
31109,23,757,628
31110,0,152,262
31110,1,76,112
31110,2,50,44
31110,3,18,21
31110,4,7,12
31110,5,94,306
31110,6,478,451
31110,7,1652,1098
31110,8,2733,1859
31110,9,1502,1216
31110,10,1153,1032
31110,11,1097,1063
31110,12,1100,1119
31110,13,1140,1080
31110,14,935,960
31110,15,1072,1138
31110,16,1422,1487
31110,17,2345,2465
31110,18,2252,2646
31110,19,1486,1861
31110,20,1227,1286
31110,21,853,875
31110,22,549,671
31110,23,306,367
31111,0,500,269
31111,1,412,176
31111,2,246,68
31111,3,65,28
31111,4,30,7
31111,5,161,44
31111,6,288,196
31111,7,800,247
31111,8,1219,325
31111,9,515,346
31111,10,410,290
31111,11,496,395
31111,12,521,484
31111,13,546,522
31111,14,516,575
31111,15,588,677
31111,16,672,961
31111,17,867,1817
31111,18,996,2053
31111,19,929,1520
31111,20,814,1040
31111,21,868,898
31111,22,897,690
31111,23,773,515
31112,0,13,30
31112,1,3,23
31112,2,3,11
31112,4,1,NA
31112,5,6,NA
31112,6,43,11
31112,7,294,45
31112,8,882,67
31112,9,369,150
31112,10,225,230
31112,11,272,261
31112,12,275,284
31112,13,316,290
31112,14,345,377
31112,15,340,366
31112,16,356,403
31112,17,291,538
31112,18,265,605
31112,19,120,305
31112,20,60,182
31112,21,23,111
31112,22,16,85
31112,23,6,53
31113,0,125,109
31113,1,84,56
31113,2,93,26
31113,3,40,14
31113,4,19,11
31113,5,312,13
31113,6,643,31
31113,7,1612,167
31113,8,1172,96
31113,9,691,104
31113,10,718,158
31113,11,725,213
31113,12,679,264
31113,13,545,322
31113,14,538,279
31113,15,485,375
31113,16,561,523
31113,17,778,922
31113,18,1110,1230
31113,19,882,1134
31113,20,579,839
31113,21,367,585
31113,22,291,424
31113,23,198,222
31114,0,411,289
31114,1,342,162
31114,2,220,91
31114,3,90,36
31114,4,34,15
31114,5,191,117
31114,6,550,223
31114,7,2019,362
31114,8,2024,342
31114,9,798,324
31114,10,817,457
31114,11,1118,536
31114,12,919,669
31114,13,901,727
31114,14,812,704
31114,15,864,800
31114,16,859,1182
31114,17,1266,2323
31114,18,1487,3121
31114,19,1383,2043
31114,20,1050,1404
31114,21,866,1052
31114,22,896,806
31114,23,575,534
31115,0,123,136
31115,1,67,82
31115,2,34,37
31115,3,23,23
31115,4,20,6
31115,5,68,5
31115,6,361,19
31115,7,1543,95
31115,8,1308,191
31115,9,513,130
31115,10,516,143
31115,11,548,221
31115,12,558,277
31115,13,508,300
31115,14,443,289
31115,15,451,324
31115,16,491,465
31115,17,785,964
31115,18,824,1128
31115,19,641,835
31115,20,592,718
31115,21,416,579
31115,22,263,402
31115,23,177,282
31116,0,224,263
31116,1,158,160
31116,2,113,101
31116,3,57,47
31116,4,23,10
31116,5,54,206
31116,6,446,406
31116,7,1983,444
31116,8,2110,398
31116,9,641,450
31116,10,901,798
31116,11,1067,688
31116,12,1074,836
31116,13,877,908
31116,14,884,1053
31116,15,835,1052
31116,16,946,1688
31116,17,1202,2948
31116,18,1318,2343
31116,19,1212,1776
31116,20,871,1249
31116,21,579,885
31116,22,447,719
31116,23,300,444
31117,0,111,189
31117,1,63,122
31117,2,36,89
31117,3,20,29
31117,4,34,9
31117,5,299,35
31117,6,671,221
31117,7,1779,202
31117,8,1169,354
31117,9,896,266
31117,10,704,225
31117,11,509,241
31117,12,598,280
31117,13,556,328
31117,14,544,359
31117,15,588,417
31117,16,711,604
31117,17,930,1101
31117,18,1299,1628
31117,19,1086,1090
31117,20,759,906
31117,21,535,683
31117,22,384,478
31117,23,215,352
31118,0,54,159
31118,1,24,95
31118,2,12,53
31118,3,13,25
31118,4,10,10
31118,5,103,4
31118,6,473,74
31118,7,1816,164
31118,8,1057,164
31118,9,667,142
31118,10,521,169
31118,11,475,227
31118,12,438,266
31118,13,411,335
31118,14,380,319
31118,15,342,439
31118,16,402,630
31118,17,493,1225
31118,18,518,1635
31118,19,472,1044
31118,20,287,671
31118,21,175,493
31118,22,121,372
31118,23,91,246
31119,0,167,232
31119,1,87,154
31119,2,69,84
31119,3,25,31
31119,4,104,16
31119,5,286,240
31119,6,1007,269
31119,7,2108,501
31119,8,1037,446
31119,9,961,375
31119,10,805,502
31119,11,839,530
31119,12,870,669
31119,13,690,614
31119,14,668,658
31119,15,771,713
31119,16,768,1175
31119,17,1267,2379
31119,18,1589,2347
31119,19,1461,1705
31119,20,963,1284
31119,21,655,842
31119,22,419,530
31119,23,296,370
31120,0,106,117
31120,1,78,71
31120,2,69,46
31120,3,32,26
31120,4,13,7
31120,5,57,10
31120,6,254,111
31120,7,782,351
31120,8,2016,167
31120,9,558,148
31120,10,260,164
31120,11,336,239
31120,12,421,233
31120,13,356,289
31120,14,329,302
31120,15,385,355
31120,16,404,425
31120,17,455,900
31120,18,577,1364
31120,19,487,1322
31120,20,418,818
31120,21,360,594
31120,22,250,362
31120,23,178,182
31121,0,190,201
31121,1,84,138
31121,2,45,103
31121,3,16,48
31121,4,46,7
31121,5,321,115
31121,6,344,629
31121,7,1010,1808
31121,8,2837,2085
31121,9,1429,687
31121,10,929,628
31121,11,864,744
31121,12,966,903
31121,13,942,884
31121,14,915,758
31121,15,1009,842
31121,16,1199,1020
31121,17,1871,1530
31121,18,2327,2180
31121,19,1476,1647
31121,20,1110,1318
31121,21,787,860
31121,22,535,586
31121,23,341,391
31122,0,86,153
31122,1,49,65
31122,2,25,30
31122,3,20,7
31122,4,53,4
31122,5,211,10
31122,6,158,43
31122,7,659,313
31122,8,1594,237
31122,9,483,241
31122,10,434,148
31122,11,489,166
31122,12,467,182
31122,13,453,206
31122,14,374,182
31122,15,486,206
31122,16,438,294
31122,17,603,457
31122,18,652,664
31122,19,633,556
31122,20,486,496
31122,21,393,324
31122,22,399,230
31122,23,194,159
31123,0,69,91
31123,1,51,60
31123,2,31,33
31123,3,12,13
31123,4,12,4
31123,5,208,4
31123,6,502,30
31123,7,1376,58
31123,8,1276,110
31123,9,512,54
31123,10,554,80
31123,11,463,115
31123,12,453,129
31123,13,405,151
31123,14,324,135
31123,15,431,146
31123,16,403,235
31123,17,537,511
31123,18,669,628
31123,19,590,490
31123,20,412,365
31123,21,270,280
31123,22,197,215
31123,23,133,172
31124,0,115,62
31124,1,34,40
31124,2,38,18
31124,3,19,13
31124,4,2,3
31124,5,52,92
31124,6,255,139
31124,7,881,377
31124,8,1994,416
31124,9,525,247
31124,10,497,253
31124,11,526,287
31124,12,644,365
31124,13,545,374
31124,14,521,392
31124,15,552,387
31124,16,637,546
31124,17,1027,888
31124,18,1288,962
31124,19,908,810
31124,20,699,558
31124,21,561,362
31124,22,365,225
31124,23,202,120
31125,0,23,18
31125,1,4,15
31125,2,7,12
31125,3,2,4
31125,4,3,4
31125,5,7,10
31125,6,109,30
31125,7,393,86
31125,8,381,31
31125,9,97,42
31125,10,97,46
31125,11,108,73
31125,12,177,129
31125,13,136,79
31125,14,118,117
31125,15,115,132
31125,16,126,194
31125,17,161,438
31125,18,162,448
31125,19,127,203
31125,20,87,169
31125,21,72,97
31125,22,41,66
31125,23,26,54
31200,0,504,388
31200,1,279,224
31200,2,176,137
31200,3,134,131
31200,4,86,77
31200,5,79,259
31200,6,368,1294
31200,7,1380,3671
31200,8,3173,5488
31200,9,3853,3781
31200,10,2794,2785
31200,11,2719,3043
31200,12,3068,3325
31200,13,3055,2996
31200,14,2729,2806
31200,15,2759,3133
31200,16,3483,3381
31200,17,5017,5038
31200,18,5430,5359
31200,19,3776,3820
31200,20,2850,2714
31200,21,2099,1764
31200,22,1401,1214
31200,23,918,737
31201,0,345,276
31201,1,225,172
31201,2,154,100
31201,3,86,40
31201,4,45,41
31201,5,266,551
31201,6,839,955
31201,7,2579,1407
31201,8,2667,2038
31201,9,1650,1404
31201,10,1467,1619
31201,11,1728,2109
31201,12,2460,2840
31201,13,2640,2587
31201,14,2239,2398
31201,15,2119,2621
31201,16,2244,3458
31201,17,3507,5298
31201,18,4240,4921
31201,19,3828,4012
31201,20,3059,2937
31201,21,1990,1924
31201,22,1364,1220
31201,23,625,579
31202,0,460,305
31202,1,345,150
31202,2,208,104
31202,3,84,61
31202,4,29,31
31202,5,184,184
31202,6,515,582
31202,7,1398,577
31202,8,1616,880
31202,9,1010,1032
31202,10,981,1191
31202,11,1090,1272
31202,12,1576,1594
31202,13,1421,1586
31202,14,1442,1554
31202,15,1389,1911
31202,16,1447,2357
31202,17,1868,3437
31202,18,2260,3010
31202,19,1966,2376
31202,20,1517,1830
31202,21,1170,1112
31202,22,1126,825
31202,23,765,482
31203,0,444,376
31203,1,256,248
31203,2,150,160
31203,3,81,64
31203,4,41,22
31203,5,201,73
31203,6,554,367
31203,7,1950,543
31203,8,2077,911
31203,9,1246,935
31203,10,1046,830
31203,11,1023,1195
31203,12,1295,1312
31203,13,1275,1305
31203,14,1200,1306
31203,15,1173,1732
31203,16,1485,2354
31203,17,2154,3758
31203,18,2924,3735
31203,19,2246,2583
31203,20,1635,1848
31203,21,1373,1435
31203,22,1109,1035
31203,23,737,685
31204,0,95,256
31204,1,62,161
31204,2,45,103
31204,3,21,42
31204,4,29,26
31204,5,86,50
31204,6,83,107
31204,7,217,874
31204,8,730,1678
31204,9,677,912
31204,10,557,421
31204,11,595,485
31204,12,712,461
31204,13,727,735
31204,14,607,646
31204,15,1118,641
31204,16,1231,921
31204,17,2001,1075
31204,18,947,760
31204,19,657,589
31204,20,427,499
31204,21,424,500
31204,22,228,415
31204,23,191,300
31205,0,115,123
31205,1,60,68
31205,2,27,57
31205,3,15,21
31205,4,8,21
31205,5,34,55
31205,6,39,167
31205,7,98,882
31205,8,359,3719
31205,9,436,5224
31205,10,441,1851
31205,11,547,1155
31205,12,723,1196
31205,13,875,1189
31205,14,862,938
31205,15,898,842
31205,16,1216,849
