"Start.station.number","starthour","freq.x","freq.y","LATITUDE","LONGITUDE"
31114,9,798,324,38.918809,-77.041571
31114,10,817,457,38.918809,-77.041571
31114,11,1118,536,38.918809,-77.041571
31114,12,919,669,38.918809,-77.041571
31114,13,901,727,38.918809,-77.041571
31114,14,812,704,38.918809,-77.041571
31114,15,864,800,38.918809,-77.041571
31114,16,859,1182,38.918809,-77.041571
31114,17,1266,2323,38.918809,-77.041571
31114,18,1487,3121,38.918809,-77.041571
31114,19,1383,2043,38.918809,-77.041571
31114,20,1050,1404,38.918809,-77.041571
31114,21,866,1052,38.918809,-77.041571
31114,22,896,806,38.918809,-77.041571
31114,23,575,534,38.918809,-77.041571
31115,0,123,136,38.928121,-77.023795
31115,1,67,82,38.928121,-77.023795
31115,2,34,37,38.928121,-77.023795
31115,3,23,23,38.928121,-77.023795
31115,4,20,6,38.928121,-77.023795
31115,5,68,5,38.928121,-77.023795
31115,6,361,19,38.928121,-77.023795
31115,7,1543,95,38.928121,-77.023795
31115,8,1308,191,38.928121,-77.023795
31115,9,513,130,38.928121,-77.023795
31115,10,516,143,38.928121,-77.023795
31115,11,548,221,38.928121,-77.023795
31115,12,558,277,38.928121,-77.023795
31115,13,508,300,38.928121,-77.023795
31115,14,443,289,38.928121,-77.023795
31115,15,451,324,38.928121,-77.023795
31115,16,491,465,38.928121,-77.023795
31115,17,785,964,38.928121,-77.023795
31115,18,824,1128,38.928121,-77.023795
31115,19,641,835,38.928121,-77.023795
31115,20,592,718,38.928121,-77.023795
31115,21,416,579,38.928121,-77.023795
31115,22,263,402,38.928121,-77.023795
31115,23,177,282,38.928121,-77.023795
31116,0,224,263,38.917761,-77.04062
31116,1,158,160,38.917761,-77.04062
31116,2,113,101,38.917761,-77.04062
31116,3,57,47,38.917761,-77.04062
31116,4,23,10,38.917761,-77.04062
31116,5,54,206,38.917761,-77.04062
31116,6,446,406,38.917761,-77.04062
31116,7,1983,444,38.917761,-77.04062
31116,8,2110,398,38.917761,-77.04062
31116,9,641,450,38.917761,-77.04062
31116,10,901,798,38.917761,-77.04062
31116,11,1067,688,38.917761,-77.04062
31116,12,1074,836,38.917761,-77.04062
31116,13,877,908,38.917761,-77.04062
31116,14,884,1053,38.917761,-77.04062
31116,15,835,1052,38.917761,-77.04062
31116,16,946,1688,38.917761,-77.04062
31116,17,1202,2948,38.917761,-77.04062
31116,18,1318,2343,38.917761,-77.04062
31116,19,1212,1776,38.917761,-77.04062
31116,20,871,1249,38.917761,-77.04062
31116,21,579,885,38.917761,-77.04062
31116,22,447,719,38.917761,-77.04062
31116,23,300,444,38.917761,-77.04062
31117,0,111,189,38.92333,-77.0352
31117,1,63,122,38.92333,-77.0352
31117,2,36,89,38.92333,-77.0352
31117,3,20,29,38.92333,-77.0352
31117,4,34,9,38.92333,-77.0352
31117,5,299,35,38.92333,-77.0352
31117,6,671,221,38.92333,-77.0352
31117,7,1779,202,38.92333,-77.0352
31117,8,1169,354,38.92333,-77.0352
31117,9,896,266,38.92333,-77.0352
31117,10,704,225,38.92333,-77.0352
31117,11,509,241,38.92333,-77.0352
31117,12,598,280,38.92333,-77.0352
31117,13,556,328,38.92333,-77.0352
31117,14,544,359,38.92333,-77.0352
31117,15,588,417,38.92333,-77.0352
31117,16,711,604,38.92333,-77.0352
31117,17,930,1101,38.92333,-77.0352
31117,18,1299,1628,38.92333,-77.0352
31117,19,1086,1090,38.92333,-77.0352
31117,20,759,906,38.92333,-77.0352
31117,21,535,683,38.92333,-77.0352
31117,22,384,478,38.92333,-77.0352
31117,23,215,352,38.92333,-77.0352
31118,0,54,159,38.917622,-77.01597
31118,1,24,95,38.917622,-77.01597
31118,2,12,53,38.917622,-77.01597
31118,3,13,25,38.917622,-77.01597
31118,4,10,10,38.917622,-77.01597
31118,5,103,4,38.917622,-77.01597
31118,6,473,74,38.917622,-77.01597
31118,7,1816,164,38.917622,-77.01597
31118,8,1057,164,38.917622,-77.01597
31118,9,667,142,38.917622,-77.01597
31118,10,521,169,38.917622,-77.01597
31118,11,475,227,38.917622,-77.01597
31118,12,438,266,38.917622,-77.01597
31118,13,411,335,38.917622,-77.01597
31118,14,380,319,38.917622,-77.01597
31118,15,342,439,38.917622,-77.01597
31118,16,402,630,38.917622,-77.01597
31118,17,493,1225,38.917622,-77.01597
31118,18,518,1635,38.917622,-77.01597
31118,19,472,1044,38.917622,-77.01597
31118,20,287,671,38.917622,-77.01597
31118,21,175,493,38.917622,-77.01597
31118,22,121,372,38.917622,-77.01597
31118,23,91,246,38.917622,-77.01597
31119,0,167,232,38.921074,-77.031887
31119,1,87,154,38.921074,-77.031887
31119,2,69,84,38.921074,-77.031887
31119,3,25,31,38.921074,-77.031887
31119,4,104,16,38.921074,-77.031887
31119,5,286,240,38.921074,-77.031887
31119,6,1007,269,38.921074,-77.031887
31119,7,2108,501,38.921074,-77.031887
31119,8,1037,446,38.921074,-77.031887
31119,9,961,375,38.921074,-77.031887
31119,10,805,502,38.921074,-77.031887
31119,11,839,530,38.921074,-77.031887
31119,12,870,669,38.921074,-77.031887
31119,13,690,614,38.921074,-77.031887
31119,14,668,658,38.921074,-77.031887
31119,15,771,713,38.921074,-77.031887
31119,16,768,1175,38.921074,-77.031887
31119,17,1267,2379,38.921074,-77.031887
31119,18,1589,2347,38.921074,-77.031887
31119,19,1461,1705,38.921074,-77.031887
31119,20,963,1284,38.921074,-77.031887
31119,21,655,842,38.921074,-77.031887
31119,22,419,530,38.921074,-77.031887
31119,23,296,370,38.921074,-77.031887
31120,0,106,117,38.920387,-77.025672
31120,1,78,71,38.920387,-77.025672
31120,2,69,46,38.920387,-77.025672
31120,3,32,26,38.920387,-77.025672
31120,4,13,7,38.920387,-77.025672
31120,5,57,10,38.920387,-77.025672
31120,6,254,111,38.920387,-77.025672
31120,7,782,351,38.920387,-77.025672
31120,8,2016,167,38.920387,-77.025672
31120,9,558,148,38.920387,-77.025672
31120,10,260,164,38.920387,-77.025672
31120,11,336,239,38.920387,-77.025672
31120,12,421,233,38.920387,-77.025672
31120,13,356,289,38.920387,-77.025672
31120,14,329,302,38.920387,-77.025672
31120,15,385,355,38.920387,-77.025672
31120,16,404,425,38.920387,-77.025672
31120,17,455,900,38.920387,-77.025672
31120,18,577,1364,38.920387,-77.025672
31120,19,487,1322,38.920387,-77.025672
31120,20,418,818,38.920387,-77.025672
31120,21,360,594,38.920387,-77.025672
31120,22,250,362,38.920387,-77.025672
31120,23,178,182,38.920387,-77.025672
31121,0,190,201,38.923583,-77.050046
31121,1,84,138,38.923583,-77.050046
31121,2,45,103,38.923583,-77.050046
31121,3,16,48,38.923583,-77.050046
31121,4,46,7,38.923583,-77.050046
31121,5,321,115,38.923583,-77.050046
31121,6,344,629,38.923583,-77.050046
31121,7,1010,1808,38.923583,-77.050046
31121,8,2837,2085,38.923583,-77.050046
31121,9,1429,687,38.923583,-77.050046
31121,10,929,628,38.923583,-77.050046
31121,11,864,744,38.923583,-77.050046
31121,12,966,903,38.923583,-77.050046
31121,13,942,884,38.923583,-77.050046
31121,14,915,758,38.923583,-77.050046
31121,15,1009,842,38.923583,-77.050046
31121,16,1199,1020,38.923583,-77.050046
31121,17,1871,1530,38.923583,-77.050046
31121,18,2327,2180,38.923583,-77.050046
31121,19,1476,1647,38.923583,-77.050046
31121,20,1110,1318,38.923583,-77.050046
31121,21,787,860,38.923583,-77.050046
31121,22,535,586,38.923583,-77.050046
31121,23,341,391,38.923583,-77.050046
31122,0,86,153,38.928893,-77.03625
31122,1,49,65,38.928893,-77.03625
31122,2,25,30,38.928893,-77.03625
31122,3,20,7,38.928893,-77.03625
31122,4,53,4,38.928893,-77.03625
31122,5,211,10,38.928893,-77.03625
31122,6,158,43,38.928893,-77.03625
31122,7,659,313,38.928893,-77.03625
31122,8,1594,237,38.928893,-77.03625
31122,9,483,241,38.928893,-77.03625
31122,10,434,148,38.928893,-77.03625
31122,11,489,166,38.928893,-77.03625
31122,12,467,182,38.928893,-77.03625
31122,13,453,206,38.928893,-77.03625
31122,14,374,182,38.928893,-77.03625
31122,15,486,206,38.928893,-77.03625
31122,16,438,294,38.928893,-77.03625
31122,17,603,457,38.928893,-77.03625
31122,18,652,664,38.928893,-77.03625
31122,19,633,556,38.928893,-77.03625
31122,20,486,496,38.928893,-77.03625
31122,21,393,324,38.928893,-77.03625
31122,22,399,230,38.928893,-77.03625
31122,23,194,159,38.928893,-77.03625
31123,0,69,91,38.925284,-77.032375
31123,1,51,60,38.925284,-77.032375
31123,2,31,33,38.925284,-77.032375
31123,3,12,13,38.925284,-77.032375
31123,4,12,4,38.925284,-77.032375
31123,5,208,4,38.925284,-77.032375
31123,6,502,30,38.925284,-77.032375
31123,7,1376,58,38.925284,-77.032375
31123,8,1276,110,38.925284,-77.032375
31123,9,512,54,38.925284,-77.032375
31123,10,554,80,38.925284,-77.032375
31123,11,463,115,38.925284,-77.032375
31123,12,453,129,38.925284,-77.032375
31123,13,405,151,38.925284,-77.032375
31123,14,324,135,38.925284,-77.032375
31123,15,431,146,38.925284,-77.032375
31123,16,403,235,38.925284,-77.032375
31123,17,537,511,38.925284,-77.032375
31123,18,669,628,38.925284,-77.032375
31123,19,590,490,38.925284,-77.032375
31123,20,412,365,38.925284,-77.032375
31123,21,270,280,38.925284,-77.032375
31123,22,197,215,38.925284,-77.032375
31123,23,133,172,38.925284,-77.032375
31124,0,115,62,38.928552,-77.032224
31124,1,34,40,38.928552,-77.032224
31124,2,38,18,38.928552,-77.032224
31124,3,19,13,38.928552,-77.032224
31124,4,2,3,38.928552,-77.032224
31124,5,52,92,38.928552,-77.032224
31124,6,255,139,38.928552,-77.032224
31124,7,881,377,38.928552,-77.032224
31124,8,1994,416,38.928552,-77.032224
31124,9,525,247,38.928552,-77.032224
31124,10,497,253,38.928552,-77.032224
31124,11,526,287,38.928552,-77.032224
31124,12,644,365,38.928552,-77.032224
31124,13,545,374,38.928552,-77.032224
31124,14,521,392,38.928552,-77.032224
31124,15,552,387,38.928552,-77.032224
31124,16,637,546,38.928552,-77.032224
31124,17,1027,888,38.928552,-77.032224
31124,18,1288,962,38.928552,-77.032224
31124,19,908,810,38.928552,-77.032224
31124,20,699,558,38.928552,-77.032224
31124,21,561,362,38.928552,-77.032224
31124,22,365,225,38.928552,-77.032224
31124,23,202,120,38.928552,-77.032224
31125,0,23,18,38.919086,-77.034502
31125,1,4,15,38.919086,-77.034502
31125,2,7,12,38.919086,-77.034502
31125,3,2,4,38.919086,-77.034502
31125,4,3,4,38.919086,-77.034502
31125,5,7,10,38.919086,-77.034502
31125,6,109,30,38.919086,-77.034502
31125,7,393,86,38.919086,-77.034502
31125,8,381,31,38.919086,-77.034502
31125,9,97,42,38.919086,-77.034502
31125,10,97,46,38.919086,-77.034502
31125,11,108,73,38.919086,-77.034502
31125,12,177,129,38.919086,-77.034502
31125,13,136,79,38.919086,-77.034502
31125,14,118,117,38.919086,-77.034502
31125,15,115,132,38.919086,-77.034502
31125,16,126,194,38.919086,-77.034502
31125,17,161,438,38.919086,-77.034502
31125,18,162,448,38.919086,-77.034502
31125,19,127,203,38.919086,-77.034502
31125,20,87,169,38.919086,-77.034502
31125,21,72,97,38.919086,-77.034502
31125,22,41,66,38.919086,-77.034502
31125,23,26,54,38.919086,-77.034502
31200,0,504,388,38.9101,-77.0444
31200,1,279,224,38.9101,-77.0444
31200,2,176,137,38.9101,-77.0444
31200,3,134,131,38.9101,-77.0444
31200,4,86,77,38.9101,-77.0444
31200,5,79,259,38.9101,-77.0444
31200,6,368,1294,38.9101,-77.0444
31200,7,1380,3671,38.9101,-77.0444
31200,8,3173,5488,38.9101,-77.0444
31200,9,3853,3781,38.9101,-77.0444
31200,10,2794,2785,38.9101,-77.0444
31200,11,2719,3043,38.9101,-77.0444
31200,12,3068,3325,38.9101,-77.0444
31200,13,3055,2996,38.9101,-77.0444
31200,14,2729,2806,38.9101,-77.0444
31200,15,2759,3133,38.9101,-77.0444
31200,16,3483,3381,38.9101,-77.0444
31200,17,5017,5038,38.9101,-77.0444
31200,18,5430,5359,38.9101,-77.0444
31200,19,3776,3820,38.9101,-77.0444
31200,20,2850,2714,38.9101,-77.0444
31200,21,2099,1764,38.9101,-77.0444
31200,22,1401,1214,38.9101,-77.0444
31200,23,918,737,38.9101,-77.0444
31201,0,345,276,38.90985,-77.034438
31201,1,225,172,38.90985,-77.034438
31201,2,154,100,38.90985,-77.034438
31201,3,86,40,38.90985,-77.034438
31201,4,45,41,38.90985,-77.034438
31201,5,266,551,38.90985,-77.034438
31201,6,839,955,38.90985,-77.034438
31201,7,2579,1407,38.90985,-77.034438
31201,8,2667,2038,38.90985,-77.034438
31201,9,1650,1404,38.90985,-77.034438
31201,10,1467,1619,38.90985,-77.034438
31201,11,1728,2109,38.90985,-77.034438
31201,12,2460,2840,38.90985,-77.034438
31201,13,2640,2587,38.90985,-77.034438
31201,14,2239,2398,38.90985,-77.034438
31201,15,2119,2621,38.90985,-77.034438
31201,16,2244,3458,38.90985,-77.034438
31201,17,3507,5298,38.90985,-77.034438
31201,18,4240,4921,38.90985,-77.034438
31201,19,3828,4012,38.90985,-77.034438
31201,20,3059,2937,38.90985,-77.034438
31201,21,1990,1924,38.90985,-77.034438
31201,22,1364,1220,38.90985,-77.034438
31201,23,625,579,38.90985,-77.034438
31202,0,460,305,38.912682,-77.031681
31202,1,345,150,38.912682,-77.031681
31202,2,208,104,38.912682,-77.031681
31202,3,84,61,38.912682,-77.031681
31202,4,29,31,38.912682,-77.031681
31202,5,184,184,38.912682,-77.031681
31202,6,515,582,38.912682,-77.031681
31202,7,1398,577,38.912682,-77.031681
31202,8,1616,880,38.912682,-77.031681
31202,9,1010,1032,38.912682,-77.031681
31202,10,981,1191,38.912682,-77.031681
31202,11,1090,1272,38.912682,-77.031681
31202,12,1576,1594,38.912682,-77.031681
31202,13,1421,1586,38.912682,-77.031681
31202,14,1442,1554,38.912682,-77.031681
31202,15,1389,1911,38.912682,-77.031681
31202,16,1447,2357,38.912682,-77.031681
31202,17,1868,3437,38.912682,-77.031681
31202,18,2260,3010,38.912682,-77.031681
31202,19,1966,2376,38.912682,-77.031681
31202,20,1517,1830,38.912682,-77.031681
31202,21,1170,1112,38.912682,-77.031681
31202,22,1126,825,38.912682,-77.031681
31202,23,765,482,38.912682,-77.031681
31203,0,444,376,38.9086,-77.0323
31203,1,256,248,38.9086,-77.0323
31203,2,150,160,38.9086,-77.0323
31203,3,81,64,38.9086,-77.0323
31203,4,41,22,38.9086,-77.0323
31203,5,201,73,38.9086,-77.0323
31203,6,554,367,38.9086,-77.0323
31203,7,1950,543,38.9086,-77.0323
31203,8,2077,911,38.9086,-77.0323
31203,9,1246,935,38.9086,-77.0323
31203,10,1046,830,38.9086,-77.0323
31203,11,1023,1195,38.9086,-77.0323
31203,12,1295,1312,38.9086,-77.0323
31203,13,1275,1305,38.9086,-77.0323
31203,14,1200,1306,38.9086,-77.0323
31203,15,1173,1732,38.9086,-77.0323
31203,16,1485,2354,38.9086,-77.0323
31203,17,2154,3758,38.9086,-77.0323
31203,18,2924,3735,38.9086,-77.0323
31203,19,2246,2583,38.9086,-77.0323
31203,20,1635,1848,38.9086,-77.0323
31203,21,1373,1435,38.9086,-77.0323
31203,22,1109,1035,38.9086,-77.0323
31203,23,737,685,38.9086,-77.0323
31204,0,95,256,38.8963,-77.045
31204,1,62,161,38.8963,-77.045
31204,2,45,103,38.8963,-77.045
31204,3,21,42,38.8963,-77.045
31204,4,29,26,38.8963,-77.045
31204,5,86,50,38.8963,-77.045
31204,6,83,107,38.8963,-77.045
31204,7,217,874,38.8963,-77.045
31204,8,730,1678,38.8963,-77.045
31204,9,677,912,38.8963,-77.045
31204,10,557,421,38.8963,-77.045
31204,11,595,485,38.8963,-77.045
31204,12,712,461,38.8963,-77.045
31204,13,727,735,38.8963,-77.045
31204,14,607,646,38.8963,-77.045
31204,15,1118,641,38.8963,-77.045
31204,16,1231,921,38.8963,-77.045
31204,17,2001,1075,38.8963,-77.045
31204,18,947,760,38.8963,-77.045
31204,19,657,589,38.8963,-77.045
31204,20,427,499,38.8963,-77.045
31204,21,424,500,38.8963,-77.045
31204,22,228,415,38.8963,-77.045
31204,23,191,300,38.8963,-77.045
31205,0,115,123,38.9008,-77.047
31205,1,60,68,38.9008,-77.047
31205,2,27,57,38.9008,-77.047
31205,3,15,21,38.9008,-77.047
31205,4,8,21,38.9008,-77.047
31205,5,34,55,38.9008,-77.047
31205,6,39,167,38.9008,-77.047
31205,7,98,882,38.9008,-77.047
31205,8,359,3719,38.9008,-77.047
31205,9,436,5224,38.9008,-77.047
31205,10,441,1851,38.9008,-77.047
31205,11,547,1155,38.9008,-77.047
31205,12,723,1196,38.9008,-77.047
31205,13,875,1189,38.9008,-77.047
31205,14,862,938,38.9008,-77.047
31205,15,898,842,38.9008,-77.047
31205,16,1216,849,38.9008,-77.047
31205,17,2409,1113,38.9008,-77.047
31205,18,3036,896,38.9008,-77.047
31205,19,1454,560,38.9008,-77.047
31205,20,778,397,38.9008,-77.047
31205,21,565,311,38.9008,-77.047
31205,22,348,255,38.9008,-77.047
31205,23,248,173,38.9008,-77.047
31206,0,19,29,38.8952,-77.0436
31206,1,8,18,38.8952,-77.0436
31206,2,2,15,38.8952,-77.0436
31206,3,3,10,38.8952,-77.0436
31206,4,1,13,38.8952,-77.0436
31206,5,20,37,38.8952,-77.0436
31206,6,35,270,38.8952,-77.0436
31206,7,74,626,38.8952,-77.0436
31206,8,188,916,38.8952,-77.0436
31206,9,110,445,38.8952,-77.0436
31206,10,121,158,38.8952,-77.0436
31206,11,300,137,38.8952,-77.0436
31206,12,362,273,38.8952,-77.0436
31206,13,280,347,38.8952,-77.0436
31206,14,251,218,38.8952,-77.0436
31206,15,555,209,38.8952,-77.0436
31206,16,751,278,38.8952,-77.0436
31206,17,1004,260,38.8952,-77.0436
31206,18,465,140,38.8952,-77.0436
31206,19,287,86,38.8952,-77.0436
31206,20,167,51,38.8952,-77.0436
31206,21,128,33,38.8952,-77.0436
31206,22,52,50,38.8952,-77.0436
31206,23,31,42,38.8952,-77.0436
31207,0,32,42,38.9249,-77.0222
31207,1,20,23,38.9249,-77.0222
31207,2,16,11,38.9249,-77.0222
31207,3,8,9,38.9249,-77.0222
31207,4,7,2,38.9249,-77.0222
31207,5,84,3,38.9249,-77.0222
31207,6,184,14,38.9249,-77.0222
31207,7,466,142,38.9249,-77.0222
31207,8,761,97,38.9249,-77.0222
31207,9,388,166,38.9249,-77.0222
31207,10,264,98,38.9249,-77.0222
31207,11,274,138,38.9249,-77.0222
31207,12,316,185,38.9249,-77.0222
31207,13,238,186,38.9249,-77.0222
31207,14,274,190,38.9249,-77.0222
31207,15,335,228,38.9249,-77.0222
31207,16,317,284,38.9249,-77.0222
31207,17,344,352,38.9249,-77.0222
31207,18,387,393,38.9249,-77.0222
31207,19,319,383,38.9249,-77.0222
31207,20,246,238,38.9249,-77.0222
31207,21,215,208,38.9249,-77.0222
31207,22,106,150,38.9249,-77.0222
31207,23,47,126,38.9249,-77.0222
31208,0,51,65,38.8763,-77.0037
31208,1,14,47,38.8763,-77.0037
31208,2,7,16,38.8763,-77.0037
31208,3,4,12,38.8763,-77.0037
31208,4,4,19,38.8763,-77.0037
31208,5,7,36,38.8763,-77.0037
31208,6,19,950,38.8763,-77.0037
31208,7,207,1619,38.8763,-77.0037
31208,8,317,1258,38.8763,-77.0037
31208,9,214,613,38.8763,-77.0037
31208,10,251,320,38.8763,-77.0037
31208,11,338,384,38.8763,-77.0037
31208,12,376,554,38.8763,-77.0037
31208,13,379,583,38.8763,-77.0037
31208,14,389,437,38.8763,-77.0037
31208,15,1087,436,38.8763,-77.0037
31208,16,1256,564,38.8763,-77.0037
31208,17,1148,814,38.8763,-77.0037
31208,18,782,1088,38.8763,-77.0037
31208,19,447,680,38.8763,-77.0037
31208,20,322,497,38.8763,-77.0037
31208,21,349,288,38.8763,-77.0037
31208,22,455,209,38.8763,-77.0037
31208,23,117,140,38.8763,-77.0037
31209,0,148,45,38.8743,-77.0057
31209,1,46,18,38.8743,-77.0057
31209,2,1,4,38.8743,-77.0057
31209,3,2,8,38.8743,-77.0057
31209,4,35,4,38.8743,-77.0057
31209,5,135,20,38.8743,-77.0057
31209,6,63,206,38.8743,-77.0057
31209,7,163,333,38.8743,-77.0057
31209,8,172,494,38.8743,-77.0057
31209,9,174,254,38.8743,-77.0057
31209,10,155,217,38.8743,-77.0057
31209,11,249,311,38.8743,-77.0057
31209,12,260,642,38.8743,-77.0057
31209,13,243,622,38.8743,-77.0057
31209,14,457,410,38.8743,-77.0057
31209,15,386,597,38.8743,-77.0057
31209,16,538,673,38.8743,-77.0057
31209,17,674,950,38.8743,-77.0057
31209,18,413,1386,38.8743,-77.0057
31209,19,314,787,38.8743,-77.0057
31209,20,268,295,38.8743,-77.0057
31209,21,969,175,38.8743,-77.0057
31209,22,673,112,38.8743,-77.0057
31209,23,109,59,38.8743,-77.0057
31211,0,30,21,38.897293,-77.05557
31211,1,10,7,38.897293,-77.05557
31211,2,3,1,38.897293,-77.05557
31211,3,1,8,38.897293,-77.05557
31211,4,1,3,38.897293,-77.05557
31211,5,6,6,38.897293,-77.05557
31211,6,116,84,38.897293,-77.05557
31211,7,274,375,38.897293,-77.05557
31211,8,321,1513,38.897293,-77.05557
31211,9,270,1097,38.897293,-77.05557
31211,10,251,327,38.897293,-77.05557
31211,11,445,400,38.897293,-77.05557
31211,12,542,477,38.897293,-77.05557
31211,13,528,557,38.897293,-77.05557
31211,14,503,663,38.897293,-77.05557
31211,15,546,614,38.897293,-77.05557
31211,16,594,674,38.897293,-77.05557
31211,17,1038,1080,38.897293,-77.05557
31211,18,1226,1040,38.897293,-77.05557
31211,19,863,550,38.897293,-77.05557
31211,20,385,201,38.897293,-77.05557
31211,21,415,152,38.897293,-77.05557
31211,22,346,83,38.897293,-77.05557
31211,23,110,41,38.897293,-77.05557
31212,0,184,208,38.90534,-77.046774
31212,1,97,137,38.90534,-77.046774
31212,2,94,84,38.90534,-77.046774
31212,3,50,45,38.90534,-77.046774
31212,4,20,22,38.90534,-77.046774
31212,5,96,316,38.90534,-77.046774
31212,6,244,544,38.90534,-77.046774
31212,7,789,2276,38.90534,-77.046774
31212,8,1764,3045,38.90534,-77.046774
31212,9,1531,1876,38.90534,-77.046774
31212,10,1444,1156,38.90534,-77.046774
31212,11,1471,1134,38.90534,-77.046774
31212,12,1504,1502,38.90534,-77.046774
31212,13,1352,1423,38.90534,-77.046774
31212,14,1264,1274,38.90534,-77.046774
31212,15,1292,1323,38.90534,-77.046774
31212,16,1781,1324,38.90534,-77.046774
31212,17,3501,2204,38.90534,-77.046774
31212,18,2380,2040,38.90534,-77.046774
31212,19,1526,1335,38.90534,-77.046774
31212,20,875,968,38.90534,-77.046774
31212,21,662,710,38.90534,-77.046774
31212,22,409,575,38.90534,-77.046774
31212,23,268,339,38.90534,-77.046774
31213,0,97,54,38.90276,-77.03863
31213,1,36,40,38.90276,-77.03863
31213,2,36,16,38.90276,-77.03863
31213,3,19,20,38.90276,-77.03863
31213,4,12,13,38.90276,-77.03863
31213,5,96,200,38.90276,-77.03863
31213,6,281,1283,38.90276,-77.03863
31213,7,722,2704,38.90276,-77.03863
31213,8,1654,3096,38.90276,-77.03863
31213,9,1380,1514,38.90276,-77.03863
31213,10,1073,1142,38.90276,-77.03863
31213,11,1090,1052,38.90276,-77.03863
31213,12,1369,1369,38.90276,-77.03863
31213,13,1213,1396,38.90276,-77.03863
31213,14,1227,1217,38.90276,-77.03863
31213,15,1196,1030,38.90276,-77.03863
31213,16,1810,1516,38.90276,-77.03863
31213,17,3713,2541,38.90276,-77.03863
31213,18,2960,1859,38.90276,-77.03863
31213,19,1294,1016,38.90276,-77.03863
31213,20,780,615,38.90276,-77.03863
31213,21,511,355,38.90276,-77.03863
31213,22,281,214,38.90276,-77.03863
31213,23,160,168,38.90276,-77.03863
31214,0,388,497,38.9121,-77.0387
31214,1,326,231,38.9121,-77.0387
31214,2,185,160,38.9121,-77.0387
31214,3,74,80,38.9121,-77.0387
31214,4,53,23,38.9121,-77.0387
31214,5,189,39,38.9121,-77.0387
31214,6,666,319,38.9121,-77.0387
31214,7,1719,663,38.9121,-77.0387
31214,8,2310,743,38.9121,-77.0387
31214,9,1068,674,38.9121,-77.0387
31214,10,1012,810,38.9121,-77.0387
31214,11,1174,1106,38.9121,-77.0387
31214,12,1561,1616,38.9121,-77.0387
31214,13,1533,1348,38.9121,-77.0387
31214,14,1394,1271,38.9121,-77.0387
31214,15,1214,1724,38.9121,-77.0387
31214,16,1523,2069,38.9121,-77.0387
31214,17,2195,3511,38.9121,-77.0387
31214,18,2121,3288,38.9121,-77.0387
31214,19,1789,2444,38.9121,-77.0387
31214,20,1555,1770,38.9121,-77.0387
31214,21,1273,1377,38.9121,-77.0387
31214,22,812,1042,38.9121,-77.0387
31214,23,576,651,38.9121,-77.0387
31215,0,153,93,38.902221,-77.059219
31215,1,66,73,38.902221,-77.059219
31215,2,17,35,38.902221,-77.059219
31215,3,31,26,38.902221,-77.059219
31215,4,5,14,38.902221,-77.059219
31215,5,10,171,38.902221,-77.059219
31215,6,70,231,38.902221,-77.059219
31215,7,283,934,38.902221,-77.059219
31215,8,407,2363,38.902221,-77.059219
31215,9,452,1209,38.902221,-77.059219
31215,10,541,844,38.902221,-77.059219
31215,11,761,1093,38.902221,-77.059219
31215,12,848,1429,38.902221,-77.059219
31215,13,1101,1599,38.902221,-77.059219
31215,14,1320,1644,38.902221,-77.059219
31215,15,1391,1710,38.902221,-77.059219
31215,16,1584,1918,38.902221,-77.059219
31215,17,2181,2414,38.902221,-77.059219
31215,18,1818,2120,38.902221,-77.059219
31215,19,1292,1542,38.902221,-77.059219
31215,20,946,920,38.902221,-77.059219
31215,21,670,477,38.902221,-77.059219
31215,22,426,270,38.902221,-77.059219
31215,23,237,113,38.902221,-77.059219
31216,0,64,49,38.899632,-77.031686
31216,1,28,20,38.899632,-77.031686
31216,2,21,23,38.899632,-77.031686
31216,3,4,8,38.899632,-77.031686
31216,4,3,9,38.899632,-77.031686
31216,5,14,79,38.899632,-77.031686
31216,6,166,181,38.899632,-77.031686
31216,7,230,974,38.899632,-77.031686
31216,8,402,2882,38.899632,-77.031686
31216,9,288,1375,38.899632,-77.031686
31216,10,340,367,38.899632,-77.031686
31216,11,592,478,38.899632,-77.031686
31216,12,976,843,38.899632,-77.031686
31216,13,756,939,38.899632,-77.031686
31216,14,642,835,38.899632,-77.031686
31216,15,713,667,38.899632,-77.031686
31216,16,1018,669,38.899632,-77.031686
31216,17,3192,858,38.899632,-77.031686
31216,18,1455,635,38.899632,-77.031686
31216,19,629,400,38.899632,-77.031686
31216,20,575,256,38.899632,-77.031686
31216,21,325,230,38.899632,-77.031686
31216,22,284,160,38.899632,-77.031686
31216,23,121,98,38.899632,-77.031686
31217,0,48,67,38.887237,-77.02823
31217,1,19,35,38.887237,-77.02823
31217,2,2,19,38.887237,-77.02823
31217,3,3,7,38.887237,-77.02823
31217,4,3,9,38.887237,-77.02823
31217,5,17,91,38.887237,-77.02823
31217,6,133,976,38.887237,-77.02823
31217,7,180,1890,38.887237,-77.02823
31217,8,218,2925,38.887237,-77.02823
31217,9,268,1173,38.887237,-77.02823
31217,10,417,553,38.887237,-77.02823
31217,11,619,689,38.887237,-77.02823
31217,12,819,920,38.887237,-77.02823
31217,13,896,1146,38.887237,-77.02823
31217,14,959,968,38.887237,-77.02823
31217,15,1792,1030,38.887237,-77.02823
31217,16,3139,1137,38.887237,-77.02823
31217,17,3725,864,38.887237,-77.02823
31217,18,1281,592,38.887237,-77.02823
31217,19,543,382,38.887237,-77.02823
